050|В следующем ролике я расскажу про наше с вами дыхание, как дышать правильно и почему не всегда у нас это получается. Но а я буду с вами прощаться.
051|Зачем вам нужно телесное раскрепощение? Как к нему приходить? Ну и собственно из чего это телесное раскрепощение состоит?
052|Изучается на разных предметах, на таких как: сценическая речь, актёрское мастерство, пластика.
053|Но отдельной дисциплины, к сожалению, нет. Да и в целом её очень сложно... придумать и как-то попробовать реализовать.
054|Но мы можем с вами охарактеризовать, что это такое, из чего это состоит, и как к этому прийти, а самое главное для чего это нужно.
055|Что такое телесная раскрепощённость? Это когда вы чётко понимаете, что происходит с вашим психо-физическим состоянием, и можете этим управлять.
056|Плюсом с помощью тела вы можете общаться, и я сейчас не только о жестах, но и в целом о вашей телесной свободе.
057|Термин из актёрского мастерства, психо-физическое состояние - это соединение вашего внутреннего состояния с телесной деятельностью.
058|То есть с вашими движениями, с вашими жестами, с вашей походкой, с тем как вы сидите, с тем как вы стоите, как вы идёте, как вы смотрите, что вы воспринимаете и далее-далее.
059|И на самом деле всё это видно издалека.
060|Как человек идёт, по его походке можно понять в каком состоянии он находится.
061|Как он стоит, можно сразу же увидеть, считать по невербальным средствам общения, что с ним внутри происходит.
062|Но мы можем понять, он напряжён или расслаблен, ему комфортно или дискомфортно.
063|Наверняка вы слышали, что у нас есть вербальные средства общения - это слова, голос, да? Как мы произносим, озвучиваем свои мысли. И невербальные средства общения.
064|Когда мы соединяем одно с другим, у нас происходит очень эффективная коммуникация, потому что мы с помощью нашей речи передаём мысли, смыслы.
065|Сейчас полно фильмов в разных озвучках. Фильмы, мультфильмы, различные передачи.
066|И наверняка вы замечали, что смотрите один фильм, и там есть одна озвучка, вам очень нравится, всё совпадает, вы прям плачете, у вас идут переживания, вы верите этим героям.
067|Но включаете этот же фильм, но в другой озвучке, и ощущение, что голос живет отдельно от персонажа.
068|Было такое? Ну наверняка. Почему? Бывает профессиональная озвучка и любительская.
069|Но чаще всего, в актёрской озвучке например.
070|Актёр не просто читает текст и он стоит вот с таким выражением лица и вот так он просто сидит где-то, сел и начинает озвучивать.
071|А он всё абсолютно проживает и телом тоже.
072|А бывает озвучка когда, вот прям ощущение, что человек, который это делал, он сидел.
073|Не совпадает. Ну никак! Когда мы говорим, если у нас есть внутри какие-то переживания, вспомните те ситуации, когда вы злились, когда вы очень радовались чему-то.
074|Наверняка у вас и в теле прилив был! Но как только у нас возникает не совпадение того, что я говорю, я очень уверен в себе...
075|Из чего состоит вот эта самая телесная раскрепощённость? Как мы можем доносить свою мысль помимо слов с помощью невербальных средств общения?
076|Это и считывается в два раза ярче. Не совпадение этого внутреннего с внешним, и плюсом мы понимаем, что собеседник нам сейчас врёт.
077|Сижу... за решёткой... в темнице... сырой, да? Или как-то так?
078|Нет! Когда мы можем за счёт нашего тела передать внутреннее состояние и здесь нужна согласованность.
079|Знаешь? Мне так было хорошо! Значит я это прочувствую кончиками пальцев!
080|И волосами! И всем чем только можно!
081|Значит у меня внутри есть ощущение, которое нахлынывает, и оно мне помогает!
082|Своим телом передать это ощущение. У меня внутри появляется импульс. И вот этот импульс помогает мне свои слова подкрепить... действиями.
083|А действия эти могут выражаться в походке, они могут выражаться в движении рук, во взгляде, в движении моей головы.
084|В том как я грудную клетку вперёд подаю, когда мне хочется рассказать: "Ну нет же! Нет же! Это было по-другому!" Да? Например, я что-то доказываю.
085|Это согласованность всего тела, не только рук, когда мы показываем жестами. Когда мы действуем от центра нашего корпуса.
086|Вы можете попробовать проанализировать в ситуациях, когда у вас появляются яркие эмоции, где эта эмоция родилась.
087|Угу, я сейчас чувствую злость. А где у меня эта злость родилась?
088|То есть в каком месте я её наблюдаю в своём теле?
089|Мы чувствуем. Ага, допустим она у меня вот где-то в середине моего солнечного сплетения. Да? Находится вот здесь.
090|Что это такое? Что это за злость? Что мне хочется сделать телом?
091|Или когда я чувствую радость. Где она у меня телесно? Где я её ощущаю?
092|И в моменте, когда вы с кем-то общаетесь, когда вы анализируете, что вы говорите, думайте о том... что я делаю телом.
093|Когда вы общаетесь с подружкой, другом или со своим близким человеком, запишите вашу беседу со стороны.
094|Посмотрите на видео и оцените, что вы делаете. Посмотрите, какие у вас есть жесты, как вы сидите, как вы говорите, как вы радуетесь, как вы злитесь, какие у вас переживания происходят.
095|И постепенно в любой коммуникации пытаться анализировать не только то, что вы говорите, но и что вы делаете в этот момент.
096|А я сейчас своей речью что делаю? Я своему собеседнику сейчас что говорю, и для чего я это делаю?
097|Ещё раз, у нас не должно быть в речи иллюстрирующих жестов, когда мы что-то иллюстрируем и рисуем там, каждое слово мы прорисовываем.
098|Вот эта вишенка была! Она такая красивая, яркая, красная!
099|У нас ударение теперь падает на второй слог. Первый слог у нас какой? Правильно!
100|Наречия, глаголы. Таким образом ваша речь становится более осознанной.
101|Чтобы у вас не было такой невнятной дикции, а чтобы речь была чёткой, яркой, чтобы вас слышали и не переспрашивали.
102|Давайте пройдёмся по шагам, что для этого нужно.
103|Первое, артикуляционная гимнастика.
104|Нужно, чтобы ваши артикуляторы или мышцы лицевые были максимально подвижны.
105|Чтобы они работали, и чтобы звуки произносить было гораздо проще и легче.
106|Примерные упражнение, которые можно делать. Их конечно огромное множество. И про дикцию подробнее почему у вас невнятная дикция я разбирала уже в большом предыдущем ролике.
107|Но а теперь к самим инструментам. И так первые приём это комарики, когда вы работаете над всеми лицевыми мышцами, чтобы они у вас не были атрофированы, чтобы они наконец-то заработали.
108|Представьте, что мы находимся с вами в лесу где-нибудь может быть в тайге в начале июня. Прилетели огромные, жирные комары, голодные, которые хотят вас съесть.
109|Ваше тело не двигается, работает только лицо. Вам хочется оттолкнуть комарики и поэтому вы начинаете корчить активно рожицы.
110|Переходим к нашим прекрасным губам, теперь мы разрабатываем их. Рот ставим в положение звука "о".
111|Отлично идём дальше! Чистим языком наши зубы, теперь подключаем ещё и язык. Губы сомкнуты, челюсть внутри открыта.
112|Челюсть держим на месте, она не должна двигаться.
113|Допустим у нас в этом слове два слога. На первый слог падает ударение.
114|А мы сейчас работаем именно над языком, поэтому челюсть фиксируем на месте, можно рукой, можно самостоятельно если получается, и работает только наш язык.
115|Отлично, таким образом наш язык с вами расслабляется.
116|Как же правильно читать книги? Вслух или про себя?
117|На что это влияет и, может быть, это зависит от каких-то целей?
118|Но! Если я хочу подольше задержать в своей голове информацию, тогда скорее я буду читать книгу вслух.
119|Потому что в этот момент я проговариваю. А когда я проговариваю, я это гораздо легче и быстрее запоминаю.
120|А когда я начинаю читать вслух и особенно если я добавляю в этот момент задачи, то происходит магия.
121|Во-первых, чёткая дикция. Если я поставлю перед собой цель, читать каждый день хотя бы по минуте, по одной странице, по пять страниц, по тридцать страниц, больше тридцати минут не советую.
122|Тогда вы можете улучшить свою дикцию. Но! В этот момент мы следим за чёткостью произнесения слов.
123|Дикция от этого конечно не улучшится. Но! Если я начну проговаривать каждый согласный звук до конца, утрировать свою речь.
124|Как у нас происходит этот момент, когда мы съедаем звуки?
125|А мой артикуляционный аппарат привыкнет проговаривать согласные звуки, он привыкнет работать.
126|Почему у нас речь вялая? Почему мы какие-то слова съедаем?
127|Вот это упражнение поможет вам со временем улучшить вашу речь.
128|Чёткая дикция - это когда у меня активный артикуляционный аппарат, когда я выдыхаю в момент говорения и когда я проговариваю звуки.
129|Главное конечно в момент когда вы с кем-либо общаетесь, пожалуйста следите за вашей речью!
130|Губы должны двигаться, челюсть должна двигаться, язык должен тоже двигаться.
131|В таком темпе, в таком упражнении, применяя эту технику конкретно, я не советую читать долго. Вы устанете.
132|Даже пять минут читать чётко текст это достаточно энергозатратно.
133|Советую брать художественную литературу, желательно русскую для начала.
134|Язык сложный, есть слова которые мы уже не используем в речи. Есть интересные речевые обороты, и чем сложнее текст по произнесению, по своей конструкции или по своим словам, тем для дикции лучше.
135|Одно дело когда мы читаем простые слова: мама, папа. Другое дело когда мы читаем сложные слова.
136|Второе! Это конечно, словарный запас, он может пополниться если вы будете читать текст вслух.
137|У нас есть активный и пассивный словарный запас. Активный словарный запас - это те слова, которые лежат рядом, на самых ближних полках, это те слова которые я произношу каждый день.
138|Есть пассивный словарный запас - это слова и выражения, которые лежат на дальних полках, про которые мы обычно забываем.
139|Это какой-нибудь дореволюционный миксер, это какая-нибудь соковыжималка, это те предметы которые вы не используете.
140|Чаще всего мы произносим слова из активного запаса, то есть те которые, каждый день у нас находятся под рукой.
141|И вот когда мы говорим про богатство речи наша задача, найти, вспомнить те самые слова которые когда-то мы знали, изучали и из пассивного запаса их перевести в активный.
142|Но как пополняется словарный запасы, почему книга здесь действительно хороший помощник?
143|Новые слова мы запоминаем только в тот момент, когда начинаем их употреблять в речи.
144|Поэтому когда вы читаете текст и видите какое-то интересное слово, или давно забытое старое.
145|Если вы не знаете что это слово обозначает, напишите посмотрите в словаре. И, рядом, выпишите контекст в котором вы можете произносить это слово.
146|Вы его не запомните если оно не употребимо в речи.
147|Какое-нибудь слово из медицины а вы медициной не занимаетесь, и ваши близкие ваши знакомые, тоже этим не интересуются.
148|И как только вы выписали, слово или выражение в словарик, попробуйте сразу же его проговорить.
149|Визуализируйте, придумайте эту ситуацию в которую вы можете вставить это слово.
150|Логичным путём мы переходим к донесению мысли.
151|Для того чтобы наша речь была разнообразной, логичной, чёткой и внятной.
152|Элементарно! Потому что у нас разные собеседники.
153|Когда я рассказываю, эту же тему ученикам я рассказываю максимально просто, потому что люди скорее всего в этом не разбираются, и моя задача объяснить так чтобы меня поняли.
154|Термины, сложные выражения, я использую сложные конструкции. С другим человеком, на эту же самую тему я могу говорить... просто.
155|Понятно. Так чтобы этот собеседник меня понял. И чем больше вариантов построения мысли у вас есть, тем лучше!
156|Я пошла спать. Я ушла. На улице лето. Солнце светит.
157|А есть сложные, где у нас есть деепричастные обороты, где у нас есть несколько сочетаний подлежащего и сказуемого, и далее-далее.
158|И вот чем больше у вас такой вариации в голове, тем больше у вас вариантов донести одну и ту же мысль разными способами.
159|Особенно если с первого раза собеседник вас не понял.
160|Что это за предложение? Оно длинное или короткое? Угу, короткое, так. Где тут подлежащие, где сказуемое? Дальше не обязательно идти, в плане разбора. Но!
161|То есть анализируем текст. И это делается лучше всего через чтение вслух.
162|Потому что вы воспринимаете информацию через речевой аппарат, вы воспринимаете информацию ещё и на слух.
163|Как интересно. Конечно, таким образом информация откладывается ещё лучше.
164|И сюда же добавлю это тренировка памяти, особенно если, после того как вы прочтёте текст небольшой отрывок, вы попробуете сразу же пересказать его.
165|Первое - это память. Вы запомните то что прочли, потому что, вы переработали информацию, вы её ещё раз проговорили, вы осмыслили, вы выдали готовый продукт.
166|Плюс вы отработали ещё и спонтанную речь, речевую импровизацию. Да? То есть в этот момент я ещё и формулирую мысли!
167|Книги - это отличный способ учиться, получать информацию, узнавать что-то новое, ну и развиваться и работать над речью.
168|Конспект к этому ролику будет ждать вас в моём бесплатном канале.
169|Спасибо что досмотрели этот ролик до конца, напишите, может быть какой-то способ уже используете вы при прочтении книги.
170|Я записываю видео, вы выполняете задания, скидываете.
171|Дикция, дикция, дикция. Как же сделать её чёткой? Есть ли ещё какие-то способы?
172|Да! И этот способ называется работа над, говором.
173|Принято считать что в русском языке самый правильный говор... московский! Хотя Москва и Питер постоянно между собой спорят.
174|Говор - это орфоэпическое отклонение от нормы.
175|То есть, нарушение гласного звука в безударном, месте.
176|В русском языке одно ударение, мы избавляемся от многоударности.
177|Ну и плюс, когда мы говорим про говор, здесь неизбежна, идёт и речь о чёткой дикции.
178|И в таком случае, сколько бы мы скороговорок с вами не читали, сколько бы мы не работали с вами с карандашом и над артикуляцией. Наша речь будет не достаточно внятной, не достаточно чёткой.
179|Представляем себе слово в виде некой схемы.
180|Редукция, когда звук подвергается редукции или, редуцируется.
181|Сейчас, будем разбираться. И так мы с вами смотрим на схему, и обращаем внимание, ударный слог всегда остаётся таким же.
182|То есть какая гласная там, так мы её и произносим.
183|Этот слог всегда превращается в твёрдую редукцию. Проще говоря мы этот гласный звук практически съедаем, сейчас мы будем с вами рассматривать всё это в словах, вы поймёте о чём я говорю.
184|Переходим к примерам чтобы было, понятно. В первом слове у нас всего два слога.
185|Первый и второй. На первый падает ударение.
186|Для того чтобы приучить себя произносить слово с одним ударением в слове мы, за ударный слог будем сейчас с вами практически не произносить.
187|Таким образом, сокращая гласный звук в конце в заударном слоге, мы сейчас с вами приучаем себя делать одно ударение в слове.
